Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4998;T06 Determine necessity of stop advice-complete;Resource17;2011/01/10 15:26:18.630;Variant 4;4;Post;General;;Resource17;task-7473;T06 Determine necessity of stop advice;complete;Group 1;17.577
case-4998;T10 Determine necessity to stop indication-complete;Resource17;2011/01/10 15:26:34.907;Variant 4;4;Post;General;;Resource17;task-7475;T10 Determine necessity to stop indication;complete;Group 1;16.277
case-4998;T04 Determine confirmation of receipt-complete;Resource10;2011/01/10 15:42:28.937;Variant 4;4;Post;General;;Resource17;task-7474;T04 Determine confirmation of receipt;complete;Group 3;954.03
case-4998;T05 Print and send confirmation of receipt-complete;admin1;2011/01/11 13:21:00.919;Variant 4;4;Post;General;;Resource17;task-7498;T05 Print and send confirmation of receipt;complete;Group 2;77911.982
case-4999;Confirmation of receipt-complete;Resource07;2010/12/30 11:06:21.508;Variant 9;9;Post;General;;Resource07;task-6005;Confirmation of receipt;complete;EMPTY;0.0
case-4999;T06 Determine necessity of stop advice-complete;Resource07;2010/12/30 11:08:05.623;Variant 9;9;Post;General;;Resource07;task-6305;T06 Determine necessity of stop advice;complete;Group 1;104.115
case-4999;T02 Check confirmation of receipt-complete;Resource19;2010/12/30 11:10:03.881;Variant 9;9;Post;General;;Resource07;task-6304;T02 Check confirmation of receipt;complete;EMPTY;118.258
case-4999;T10 Determine necessity to stop indication-complete;Resource07;2010/12/30 11:20:02.359;Variant 9;9;Post;General;;Resource07;task-6306;T10 Determine necessity to stop indication;complete;Group 1;598.478
case-4999;T04 Determine confirmation of receipt-complete;Resource19;2010/12/30 11:22:30.793;Variant 9;9;Post;General;;Resource07;task-6309;T04 Determine confirmation of receipt;complete;EMPTY;148.434
case-4999;T05 Print and send confirmation of receipt-complete;Resource07;2011/01/03 16:30:26.236;Variant 9;9;Post;General;;Resource07;task-6321;T05 Print and send confirmation of receipt;complete;Group 2;364075.443
case-5000;Confirmation of receipt-complete;Resource15;2011/01/05 09:06:38.252;Variant 2;2;Internet;General;;Resource15;task-6012;Confirmation of receipt;complete;EMPTY;0.0
case-5000;T06 Determine necessity of stop advice-complete;Resource15;2011/01/05 09:13:42.787;Variant 2;2;Internet;General;;Resource15;task-6777;T06 Determine necessity of stop advice;complete;Group 1;424.535
case-5000;T10 Determine necessity to stop indication-complete;Resource15;2011/01/05 09:13:59.063;Variant 2;2;Internet;General;;Resource15;task-6780;T10 Determine necessity to stop indication;complete;Group 1;16.276
case-5000;T02 Check confirmation of receipt-complete;Resource10;2011/01/05 09:31:51.052;Variant 2;2;Internet;General;;Resource15;task-6776;T02 Check confirmation of receipt;complete;Group 4;1071.989
case-5000;T04 Determine confirmation of receipt-complete;Resource10;2011/01/05 09:32:05.934;Variant 2;2;Internet;General;;Resource15;task-6794;T04 Determine confirmation of receipt;complete;Group 3;14.882
case-5000;T05 Print and send confirmation of receipt-complete;admin1;2011/01/07 12:18:31.862;Variant 2;2;Internet;General;;Resource15;task-6795;T05 Print and send confirmation of receipt;complete;Group 2;182785.928
case-5002;Confirmation of receipt-complete;admin2;2011/01/19 10:10:46.594;Variant 3;3;Internet;General;;Resource26;task-6017;Confirmation of receipt;complete;EMPTY;0.0
case-5010;Confirmation of receipt-complete;Resource08;2010/12/30 14:39:11.950;Variant 1;1;Internet;General;;Resource08;task-6077;Confirmation of receipt;complete;EMPTY;0.0
case-5010;T02 Check confirmation of receipt-complete;Resource08;2010/12/30 14:39:51.140;Variant 1;1;Internet;General;;Resource08;task-6368;T02 Check confirmation of receipt;complete;EMPTY;39.19
case-5010;T04 Determine confirmation of receipt-complete;Resource10;2010/12/31 09:16:52.406;Variant 1;1;Internet;General;;Resource08;task-6370;T04 Determine confirmation of receipt;complete;Group 3;67021.266
case-5010;T05 Print and send confirmation of receipt-complete;admin1;2010/12/31 11:32:16.370;Variant 1;1;Internet;General;;Resource08;task-6390;T05 Print and send confirmation of receipt;complete;Group 2;8123.964
case-5010;T06 Determine necessity of stop advice-complete;Resource08;2011/01/13 16:07:36.422;Variant 1;1;Internet;General;;Resource08;task-6369;T06 Determine necessity of stop advice;complete;Group 1;1139720.052
case-5010;T10 Determine necessity to stop indication-complete;Resource08;2011/01/13 16:13:14.209;Variant 1;1;Internet;General;;Resource08;task-8217;T10 Determine necessity to stop indication;complete;Group 1;337.787
case-5011;Confirmation of receipt-complete;Resource08;2010/12/30 14:49:18.954;Variant 1;1;Internet;General;;Resource08;task-6085;Confirmation of receipt;complete;EMPTY;0.0
case-5011;T02 Check confirmation of receipt-complete;Resource08;2010/12/30 14:49:58.782;Variant 1;1;Internet;General;;Resource08;task-6371;T02 Check confirmation of receipt;complete;EMPTY;39.828
case-5011;T04 Determine confirmation of receipt-complete;Resource10;2010/12/31 09:20:50.538;Variant 1;1;Internet;General;;Resource08;task-6373;T04 Determine confirmation of receipt;complete;Group 3;66651.756
case-5011;T05 Print and send confirmation of receipt-complete;admin1;2010/12/31 11:42:49.311;Variant 1;1;Internet;General;;Resource08;task-6393;T05 Print and send confirmation of receipt;complete;Group 2;8518.773
case-5011;T06 Determine necessity of stop advice-complete;Resource08;2011/01/14 09:01:49.572;Variant 1;1;Internet;General;;Resource08;task-6372;T06 Determine necessity of stop advice;complete;Group 1;1199940.261
case-5011;T10 Determine necessity to stop indication-complete;Resource08;2011/01/14 09:02:22.983;Variant 1;1;Internet;General;;Resource08;task-8298;T10 Determine necessity to stop indication;complete;Group 1;33.411
case-5014;Confirmation of receipt-complete;Resource15;2011/01/05 09:48:40.762;Variant 4;4;Internet;General;;Resource15;task-6092;Confirmation of receipt;complete;EMPTY;0.0
case-5014;T02 Check confirmation of receipt-complete;Resource15;2011/01/10 09:42:21.463;Variant 4;4;Internet;General;;Resource15;task-6801;T02 Check confirmation of receipt;complete;EMPTY;431620.701
case-5014;T06 Determine necessity of stop advice-complete;Resource15;2011/01/10 09:44:54.890;Variant 4;4;Internet;General;;Resource15;task-6802;T06 Determine necessity of stop advice;complete;Group 1;153.427
case-5014;T10 Determine necessity to stop indication-complete;Resource15;2011/01/10 09:45:17.156;Variant 4;4;Internet;General;;Resource15;task-7375;T10 Determine necessity to stop indication;complete;Group 1;22.266
case-5014;T04 Determine confirmation of receipt-complete;Resource10;2011/01/10 11:48:40.187;Variant 4;4;Internet;General;;Resource15;task-7374;T04 Determine confirmation of receipt;complete;Group 3;7403.031
case-5014;T05 Print and send confirmation of receipt-complete;admin1;2011/01/11 13:30:46.933;Variant 4;4;Internet;General;;Resource15;task-7410;T05 Print and send confirmation of receipt;complete;Group 2;92526.746
case-5021;Confirmation of receipt-complete;Resource04;2011/01/07 14:42:49.358;Variant 13;13;Internet;General;;Resource04;task-6138;Confirmation of receipt;complete;EMPTY;0.0
case-5021;T02 Check confirmation of receipt-complete;Resource04;2011/01/07 14:43:02.116;Variant 13;13;Internet;General;;Resource04;task-7271;T02 Check confirmation of receipt;complete;Group 4;12.758
case-5021;T06 Determine necessity of stop advice-complete;Resource04;2011/01/07 14:43:12.423;Variant 13;13;Internet;General;;Resource04;task-7273;T06 Determine necessity of stop advice;complete;Group 1;10.307
case-5021;T04 Determine confirmation of receipt-complete;Resource10;2011/01/07 15:25:03.384;Variant 13;13;Internet;General;;Resource04;task-7274;T04 Determine confirmation of receipt;complete;Group 3;2510.961
case-5021;T10 Determine necessity to stop indication-complete;Resource04;2011/01/07 15:25:59.426;Variant 13;13;Internet;General;;Resource04;task-7275;T10 Determine necessity to stop indication;complete;Group 1;56.042
case-5021;T05 Print and send confirmation of receipt-complete;admin1;2011/01/07 15:48:40.718;Variant 13;13;Internet;General;;Resource04;task-7309;T05 Print and send confirmation of receipt;complete;Group 2;1361.292
case-5024;Confirmation of receipt-complete;Resource07;2011/01/04 10:41:13.343;Variant 7;7;Internet;General;;Resource11;task-6189;Confirmation of receipt;complete;EMPTY;0.0
case-5024;T02 Check confirmation of receipt-complete;Resource19;2011/01/05 11:02:31.403;Variant 7;7;Internet;General;;Resource11;task-6666;T02 Check confirmation of receipt;complete;EMPTY;87678.06
case-5024;T06 Determine necessity of stop advice-complete;Resource01;2011/01/06 11:34:46.345;Variant 7;7;Internet;General;;Resource11;task-6667;T06 Determine necessity of stop advice;complete;Group 1;88334.942
case-5024;T04 Determine confirmation of receipt-complete;Resource19;2011/01/07 10:04:20.198;Variant 7;7;Internet;General;;Resource11;task-6815;T04 Determine confirmation of receipt;complete;EMPTY;80973.853
case-5024;T05 Print and send confirmation of receipt-complete;Resource07;2011/01/07 13:31:13.435;Variant 7;7;Internet;General;;Resource11;task-7200;T05 Print and send confirmation of receipt;complete;Group 2;12413.237
case-5024;T10 Determine necessity to stop indication-complete;Resource11;2011/01/12 08:31:51.362;Variant 7;7;Internet;General;;Resource11;task-7025;T10 Determine necessity to stop indication;complete;Group 1;414037.927
case-5036;Confirmation of receipt-complete;Resource02;2011/01/13 10:23:04.049;Variant 4;4;Internet;General;;Resource02;task-6312;Confirmation of receipt;complete;EMPTY;0.0
case-5036;T02 Check confirmation of receipt-complete;Resource02;2011/01/13 10:23:53.689;Variant 4;4;Internet;General;;Resource02;task-8036;T02 Check confirmation of receipt;complete;Group 4;49.64
case-5036;T06 Determine necessity of stop advice-complete;Resource02;2011/01/13 10:56:43.766;Variant 4;4;Internet;General;;Resource02;task-8037;T06 Determine necessity of stop advice;complete;Group 1;1970.077
case-5036;T10 Determine necessity to stop indication-complete;Resource02;2011/01/13 10:57:02.562;Variant 4;4;Internet;General;;Resource02;task-8058;T10 Determine necessity to stop indication;complete;Group 1;18.796
case-5036;T04 Determine confirmation of receipt-complete;Resource10;2011/01/13 11:06:13.687;Variant 4;4;Internet;General;;Resource02;task-8038;T04 Determine confirmation of receipt;complete;Group 3;551.125
case-5036;T05 Print and send confirmation of receipt-complete;admin1;2011/01/18 09:39:28.814;Variant 4;4;Internet;General;;Resource02;task-8069;T05 Print and send confirmation of receipt;complete;Group 2;426795.127
case-5037;Confirmation of receipt-complete;Resource07;2011/01/04 16:37:29.489;Variant 1;1;Internet;General;;Resource07;task-6334;Confirmation of receipt;complete;EMPTY;0.0
case-5037;T02 Check confirmation of receipt-complete;Resource19;2011/01/05 11:09:05.023;Variant 1;1;Internet;General;;Resource07;task-6735;T02 Check confirmation of receipt;complete;EMPTY;66695.534
case-5037;T04 Determine confirmation of receipt-complete;Resource10;2011/01/05 12:38:04.778;Variant 1;1;Internet;General;;Resource07;task-6821;T04 Determine confirmation of receipt;complete;Group 3;5339.755
case-5037;T05 Print and send confirmation of receipt-complete;Resource07;2011/01/06 12:29:36.525;Variant 1;1;Internet;General;;Resource07;task-6864;T05 Print and send confirmation of receipt;complete;Group 2;85891.747
case-5037;T06 Determine necessity of stop advice-complete;Resource07;2011/01/06 12:30:01.742;Variant 1;1;Internet;General;;Resource07;task-6736;T06 Determine necessity of stop advice;complete;Group 1;25.217
case-5037;T10 Determine necessity to stop indication-complete;Resource07;2011/01/06 12:33:51.324;Variant 1;1;Internet;General;;Resource07;task-7067;T10 Determine necessity to stop indication;complete;Group 1;229.582
case-5039;Confirmation of receipt-complete;Resource07;2011/01/04 16:55:20.668;Variant 10;10;Internet;General;;Resource07;task-6343;Confirmation of receipt;complete;EMPTY;0.0
case-5039;T02 Check confirmation of receipt-complete;Resource19;2011/01/05 11:10:15.620;Variant 10;10;Internet;General;;Resource07;task-6754;T02 Check confirmation of receipt;complete;EMPTY;65694.952
case-5039;T04 Determine confirmation of receipt-complete;Resource10;2011/01/05 12:35:45.348;Variant 10;10;Internet;General;;Resource07;task-6822;T04 Determine confirmation of receipt;complete;Group 3;5129.728
case-5039;T05 Print and send confirmation of receipt-complete;Resource07;2011/01/06 10:54:04.863;Variant 10;10;Internet;General;;Resource07;task-6862;T05 Print and send confirmation of receipt;complete;Group 2;80299.515
case-5039;T06 Determine necessity of stop advice-complete;admin2;2011/02/01 08:57:31.646;Variant 10;10;Internet;General;;Resource07;task-6755;T06 Determine necessity of stop advice;complete;Group 1;2239406.783
case-5040;Confirmation of receipt-complete;Resource07;2011/01/04 16:56:50.730;Variant 1;1;Internet;General;;Resource07;task-6354;Confirmation of receipt;complete;EMPTY;0.0
case-5040;T02 Check confirmation of receipt-complete;Resource19;2011/01/05 11:11:35.465;Variant 1;1;Internet;General;;Resource07;task-6756;T02 Check confirmation of receipt;complete;EMPTY;65684.735
case-5040;T04 Determine confirmation of receipt-complete;Resource10;2011/01/05 12:38:55.193;Variant 1;1;Internet;General;;Resource07;task-6823;T04 Determine confirmation of receipt;complete;Group 3;5239.728
case-5040;T05 Print and send confirmation of receipt-complete;Resource07;2011/01/06 10:17:11.945;Variant 1;1;Internet;General;;Resource07;task-6865;T05 Print and send confirmation of receipt;complete;EMPTY;77896.752
case-5040;T06 Determine necessity of stop advice-complete;Resource07;2011/01/06 10:17:28.682;Variant 1;1;Internet;General;;Resource07;task-6757;T06 Determine necessity of stop advice;complete;Group 1;16.737
case-5040;T10 Determine necessity to stop indication-complete;Resource07;2011/01/06 11:01:13.253;Variant 1;1;Internet;General;;Resource07;task-6963;T10 Determine necessity to stop indication;complete;Group 1;2624.571
case-5041;Confirmation of receipt-complete;admin2;2011/01/11 10:22:11.419;Variant 3;3;Internet;General;;Resource05;task-6357;Confirmation of receipt;complete;EMPTY;0.0
case-5043;Confirmation of receipt-complete;Resource07;2011/01/04 16:58:10.831;Variant 1;1;Internet;General;;Resource07;task-6374;Confirmation of receipt;complete;EMPTY;0.0
case-5043;T02 Check confirmation of receipt-complete;Resource19;2011/01/05 11:12:44.191;Variant 1;1;Internet;General;;Resource07;task-6758;T02 Check confirmation of receipt;complete;EMPTY;65673.36
case-5043;T04 Determine confirmation of receipt-complete;Resource19;2011/01/05 11:13:04.736;Variant 1;1;Internet;General;;Resource07;task-6826;T04 Determine confirmation of receipt;complete;Group 3;20.545
case-5043;T05 Print and send confirmation of receipt-complete;Resource11;2011/01/05 11:36:31.255;Variant 1;1;Internet;General;;Resource07;task-6827;T05 Print and send confirmation of receipt;complete;EMPTY;1406.519
case-5043;T06 Determine necessity of stop advice-complete;Resource11;2011/01/05 11:39:00.880;Variant 1;1;Internet;General;;Resource07;task-6759;T06 Determine necessity of stop advice;complete;Group 1;149.625
